symbol,baseMean,log2_FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
ANKRD27,489,-0.293,0.2,-1.9,1.29,0.65
ANKRD39,71,0.729,0.2,3.3,3.04,1.43
ANKRD46,216,0.352,0.2,1.6,1,0.51
ANKRD49,445,0.095,0.2,0.5,0.21,0.1
ANKS1A,206,-0.485,0.2,-3.1,2.78,1.33
ANTXR2,1999,-0.155,0.2,-0.7,0.34,0.17
ANXA1,12468,-0.417,0.2,-1.9,1.24,0.63
ANXA11,4420,0.082,0.2,0.4,0.17,0.08
ANXA2,10604,-0.313,0.2,-1.3,0.73,0.37
ANXA2R,165,0.425,0.2,1.8,1.19,0.61
ANXA2R.OT1,645,0.105,0.2,0.4,0.18,0.09
ANXA4,1215,0.328,0.2,1.7,1.09,0.56
ANXA5,6931,-0.333,0.2,-1.3,0.75,0.38
ANXA6,7279,0.527,0.2,2.6,2.04,1.01
AP1AR,582,-0.07,0.2,-0.4,0.17,0.08
AP1B1,1347,-0.377,0.2,-2.1,1.4,0.71
AP1S1,363,0.221,0.2,1.4,0.79,0.41
AP2A1,1058,-0.558,0.2,-3,2.63,1.25
AP2B1,3515,0.4,0.2,2,1.38,0.7
AP2S1,1523,-0.143,0.2,-0.6,0.25,0.12
AP3B1,1204,0.101,0.2,0.6,0.26,0.13
AP3D1,1156,-0.368,0.2,-2.2,1.6,0.81
AP3M1,1214,0.177,0.2,1.1,0.57,0.29
AP3S1,1240,0.00E+00,0.2,0,0,0
AP4S1,212,0.061,0.2,0.2,0.09,0.04
AP5M1,1009,0.108,0.2,0.6,0.25,0.12
AP5Z1,353,-0.349,0.2,-1.8,1.13,0.58
APAF1,1691,-0.51,0.2,-2.4,1.8,0.9
APBA3,189,-0.321,0.2,-1.8,1.17,0.6
APC,421,-0.526,0.2,-2.4,1.82,0.91
APEX2,344,0.029,0.2,0.2,0.07,0.03
APH1B,443,-0.029,0.2,-0.1,0.05,0.02
APLF,60,0.147,0.2,0.7,0.29,0.15
APMAP,2129,0.338,0.2,1.9,1.21,0.61
APOBEC3C,2080,0.373,0.2,2.2,1.58,0.8
APOBEC3G,2113,0.695,0.2,3.5,3.39,1.61
APOBR,2246,-0.486,0.2,-2.2,1.57,0.79
APOL2,774,-0.147,0.2,-0.7,0.31,0.16
APOL6,3346,-0.197,0.2,-0.8,0.37,0.18
APOO,78,0.171,0.2,0.7,0.34,0.17
APPBP2,743,0.107,0.2,0.7,0.31,0.16
APPL1,1611,0.244,0.2,1.3,0.72,0.37
APPL2,350,0.056,0.2,0.3,0.14,0.06
AREL1,984,0.043,0.2,0.2,0.09,0.04
ARF1,5921,-0.132,0.2,-0.9,0.42,0.21
ARF3,3883,-0.112,0.2,-0.7,0.32,0.16
ARF4,1937,0.03,0.2,0.2,0.07,0.03
ARF5,1635,-0.056,0.2,-0.3,0.13,0.06
ARFGAP1,588,-0.629,0.2,-2.7,2.21,1.08
ARFIP1,806,-0.158,0.2,-1,0.47,0.24
ARHGAP10,133,0.171,0.2,0.9,0.42,0.21
ARHGAP12,325,-0.062,0.2,-0.3,0.1,0.04
ARHGAP15,1996,0.383,0.2,1.6,1,0.51
ARHGAP17,984,-0.006,0.2,0,0.01,0.01
ARHGAP19,547,-0.039,0.2,-0.2,0.09,0.04
ARHGAP25,2466,0.364,0.2,1.9,1.23,0.62
ARHGAP32,129,-0.653,0.2,-2.6,2.05,1.01
ARHGAP35,622,-0.14,0.2,-0.6,0.25,0.12
ARHGAP9,1517,-0.218,0.2,-1.1,0.56,0.29
ARHGEF18,1602,0.046,0.2,0.2,0.09,0.04
ARHGEF19,61,0.083,0.2,0.4,0.16,0.07
ARHGEF3,2818,0.3,0.2,1.3,0.69,0.35
ARHGEF7,696,-0.456,0.2,-2.3,1.71,0.85
ARID1A,1669,-0.16,0.2,-1,0.51,0.26
ARID1B,901,-0.014,0.2,-0.1,0.03,0.01
ARID2,439,0.107,0.2,0.5,0.21,0.1
ARID3B,281,-0.293,0.2,-1.4,0.76,0.39
ARID4A,552,-0.416,0.2,-2,1.38,0.7
ARID4B,1193,-0.301,0.2,-1.5,0.87,0.45
ARID5A,474,-0.077,0.2,-0.5,0.19,0.09
ARK2N,594,-0.063,0.2,-0.3,0.14,0.06
ARL1,970,0.451,0.2,2.8,2.29,1.12
ARL13B,148,-0.28,0.2,-1.8,1.18,0.6
ARL14EP,952,0.38,0.2,1.6,0.96,0.49
ARL15,327,-0.059,0.2,-0.3,0.11,0.05
ARL2BP,1157,0.532,0.2,2.5,1.92,0.95
ARL3,252,0.181,0.2,0.8,0.38,0.19
ARL4A,369,0.14,0.2,0.6,0.24,0.12
ARL5B,298,-0.353,0.2,-1.6,0.92,0.47
ARL6IP1,3812,0.516,0.2,2.8,2.33,1.14
ARL6IP4,2517,-0.071,0.2,-0.5,0.19,0.09
ARL6IP5,9162,0.233,0.2,1.2,0.67,0.34
ARL6IP6,493,0.192,0.2,1,0.47,0.24
ARL8A,691,-0.293,0.2,-1.7,1.03,0.53
ARL8B,1816,-0.177,0.2,-1.2,0.61,0.31
ARMC1,749,0.414,0.2,2.6,2.07,1.02
ARMC5,127,-0.104,0.2,-0.5,0.23,0.11
ARMC6,328,0.073,0.2,0.3,0.14,0.06
ARMC7,250,-0.056,0.2,-0.3,0.13,0.06
ARMCX3,760,-0.211,0.2,-1.2,0.61,0.31
ARMCX5,202,0.01,0.2,0.1,0.02,0.01
ARMCX6,423,-0.038,0.2,-0.2,0.07,0.03
ARMH1,205,-0.375,0.2,-1.5,0.91,0.47
ARMH3,630,-0.182,0.2,-1.1,0.59,0.3
ARMT1,735,0.037,0.2,0.2,0.08,0.03
ARPC1A,722,-0.276,0.2,-1.4,0.81,0.41
ARPC1B,7836,-0.322,0.2,-1.5,0.91,0.47
ARPC3,10745,-0.152,0.2,-0.9,0.42,0.21
ARPC4,5929,0.138,0.2,0.9,0.44,0.22
ARPC5L,785,0.571,0.2,3.6,3.44,1.63
ARPP19,3299,0.401,0.2,2.2,1.54,0.78
ARRB2,5012,-0.49,0.2,-2.3,1.7,0.85
ARRDC1,429,-0.667,0.2,-3,2.58,1.23
ARRDC2,948,-0.411,0.2,-2.1,1.41,0.71
ARSG,233,-0.337,0.2,-1.8,1.17,0.59
ARSK,140,0.388,0.2,1.8,1.18,0.6
ASAP1,895,-0.653,0.2,-3.4,3.23,1.52
ASB1,401,0.342,0.2,2.1,1.4,0.71
ASB3,145,0.332,0.2,1.7,1.01,0.52
ASB6,348,-0.161,0.2,-0.8,0.35,0.17
ASB8,817,0.018,0.2,0.1,0.04,0.02
ASCC1,420,0.323,0.2,1.6,0.94,0.48
ASCC2,691,-0.24,0.2,-1.6,0.96,0.49
ASH1L,643,-0.229,0.2,-1.3,0.68,0.35
ASL,219,-0.343,0.2,-1.7,1.04,0.53
ASNSD1,1108,0.353,0.2,1.9,1.2,0.61
ASPH,399,-0.343,0.2,-1.5,0.83,0.43
ASPHD2,154,0.024,0.2,0.1,0.04,0.02
ASPSCR1,190,-0.196,0.2,-1.1,0.54,0.27
ASXL1,1131,-0.162,0.2,-0.7,0.33,0.17
ATAD1,1068,0.429,0.2,1.7,1.08,0.55
ATAD2B,414,-0.359,0.2,-2,1.34,0.68
ATAD3A,162,-0.032,0.2,-0.2,0.07,0.03
ATF1,857,0.408,0.2,2.7,2.11,1.03
ATF2,1037,-0.069,0.2,-0.4,0.17,0.08
ATF4,2803,-0.299,0.2,-1.4,0.79,0.4
ATF5,393,-0.312,0.2,-1.3,0.68,0.35
ATF6,1274,-0.057,0.2,-0.4,0.15,0.07
ATF6B,1482,0.017,0.2,0.1,0.03,0.02
ATF7IP,1910,0.168,0.2,1.1,0.54,0.27
ATG101,377,0.081,0.2,0.4,0.17,0.08
ATG13,1321,0.129,0.2,0.8,0.37,0.18
ATG14,280,-0.224,0.2,-1.4,0.81,0.42
ATG16L1,311,-0.199,0.2,-0.8,0.39,0.2
ATG2A,293,-0.187,0.2,-1,0.52,0.26
ATG2B,622,-0.179,0.2,-0.8,0.39,0.19
ATG3,2640,-0.335,0.2,-1.6,0.97,0.5
ATG4A,338,0.159,0.2,1,0.5,0.25
ATG4B,539,-0.269,0.2,-1.4,0.83,0.42
ATG4C,476,0.178,0.2,0.8,0.38,0.19
ATG4D,211,-0.266,0.2,-1.2,0.62,0.32
ATG7,820,-0.49,0.2,-2.1,1.49,0.76
ATG9A,426,-0.471,0.2,-2.7,2.13,1.04
ATIC,999,0.405,0.2,2.6,2.08,1.02
ATL2,699,0.118,0.2,0.7,0.33,0.16
ATL3,2098,0.235,0.2,1.4,0.83,0.43
ATMIN,1429,0.243,0.2,1.3,0.68,0.35
ATN1,260,-0.091,0.2,-0.5,0.2,0.1
ATOSA,628,-0.2,0.2,-0.9,0.42,0.21
ATOSB,403,-0.756,0.2,-3.2,2.82,1.35
ATP10D,461,-0.167,0.2,-0.7,0.31,0.15
ATP11A,793,-0.861,0.2,-3.5,3.26,1.54
ATP11B,2296,0.16,0.2,0.8,0.36,0.18
ATP11C,470,0.067,0.2,0.4,0.18,0.09
ATP13A1,606,-0.532,0.2,-2.3,1.64,0.82
ATP1A1.AS1,133,-0.489,0.2,-2,1.31,0.66
ATP1B3,1926,-0.075,0.2,-0.4,0.16,0.07
ATP23,137,0.224,0.2,1.1,0.56,0.28
ATP2A3,2836,0.036,0.2,0.2,0.07,0.03
ATP2B1,1783,-0.638,0.2,-3.5,3.32,1.57
ATP2B4,3095,0.417,0.2,2.1,1.47,0.74
ATP5F1C,2341,0.021,0.2,0.1,0.04,0.02
ATP5F1D,665,0.217,0.2,0.9,0.45,0.23
ATP5F1E,5368,0.154,0.2,0.8,0.38,0.19
ATP5IF1,890,0.277,0.2,1.5,0.91,0.47
ATP5MC1,534,0.311,0.2,1.9,1.2,0.61
ATP5MC2,3552,0.139,0.2,0.8,0.37,0.19
ATP5MC3,1901,0.326,0.2,1.7,1.04,0.53
ATP5ME,806,0.131,0.2,0.7,0.34,0.17
ATP5MF,1371,0.025,0.2,0.1,0.05,0.02
ATP5MG,5040,0.226,0.2,1.2,0.63,0.32
ATP5MJ,1642,-0.104,0.2,-0.5,0.21,0.1
ATP5MK,1044,0.247,0.2,1.5,0.84,0.43
ATP5PD,2217,0.104,0.2,0.6,0.26,0.13
ATP5PF,1295,0.098,0.2,0.6,0.24,0.12
ATP5PO,3062,0.245,0.2,1.6,0.98,0.5
ATP6AP1,1552,-0.138,0.2,-0.8,0.37,0.19
ATP6AP2,5356,-0.262,0.2,-1.2,0.66,0.34
ATP6V0A2,642,-0.335,0.2,-2,1.33,0.67
ATP6V0C,2808,-0.26,0.2,-1.1,0.54,0.27
ATP6V0D1,2389,-0.358,0.2,-1.4,0.82,0.42
ATP6V0E1,4004,0.158,0.2,0.9,0.44,0.22
ATP6V1A,2092,-0.304,0.2,-1.3,0.75,0.38
ATP6V1D,891,0.136,0.2,0.8,0.37,0.19
ATP6V1E2,144,-0.078,0.2,-0.4,0.14,0.07
ATP6V1F,1200,-0.027,0.2,-0.1,0.05,0.02
ATP6V1G1,3281,0.158,0.2,0.9,0.45,0.23
ATP7A,328,-0.056,0.2,-0.3,0.13,0.06
ATP8A1,962,0.331,0.2,1.4,0.78,0.4
ATP8B1.AS1,290,0.16,0.2,0.8,0.37,0.18
ATP9B,277,-0.327,0.2,-1.5,0.86,0.44
ATPAF2,226,-0.365,0.2,-1.7,1.09,0.55
ATPSCKMT,194,0.317,0.2,1.4,0.77,0.39
ATR,555,-0.23,0.2,-1.1,0.6,0.31
ATRN,658,-0.273,0.2,-1.1,0.58,0.3
ATXN1L,837,-0.164,0.2,-1,0.51,0.26
ATXN2L,1335,-0.255,0.2,-1.2,0.66,0.34
ATXN3,391,-0.101,0.2,-0.6,0.24,0.12
ATXN7,867,-0.326,0.2,-1.8,1.16,0.59
ATXN7L1,331,-0.062,0.2,-0.4,0.14,0.07
ATXN7L2,69,-0.228,0.2,-1,0.49,0.25
ATXN7L3B,2700,0.399,0.2,1.8,1.18,0.6
AUH,140,0.023,0.2,0.1,0.04,0.02
AUP1,1394,-0.52,0.2,-2.4,1.78,0.89
AURKAIP1,595,0.165,0.2,0.9,0.46,0.23
AVEN,153,0.115,0.2,0.6,0.25,0.12
AVL9,758,-0.165,0.2,-0.8,0.36,0.18
AXIN1,566,0.026,0.2,0.1,0.04,0.02
AZIN1,3463,0.288,0.2,1.9,1.21,0.62
B3GALNT2,323,-0.136,0.2,-0.6,0.25,0.12
B3GALT6,353,0.076,0.2,0.4,0.17,0.08
B3GLCT,175,0.546,0.2,2.4,1.79,0.89
B3GNT2,835,0.559,0.2,2.2,1.6,0.81
B4GALT1,2706,0.383,0.2,2,1.31,0.67
B4GALT3,603,0.35,0.2,2.3,1.62,0.81
B4GALT4,268,-0.2,0.2,-1,0.47,0.24
B4GALT5,1119,0.005,0.2,0,0.01,0
B4GALT7,163,-0.177,0.2,-1,0.47,0.24
B9D2,83,0.05,0.2,0.2,0.09,0.04
BACC1,949,0.187,0.2,1.1,0.59,0.3
BAD,200,0.068,0.2,0.4,0.15,0.07
BAG1,1221,0.017,0.2,0.1,0.04,0.02
BAG3,176,0.182,0.2,1,0.47,0.24
BAG4,471,0.006,0.2,0,0.01,0
BAG5,1046,0.16,0.2,1,0.5,0.25
BAHD1,539,0.181,0.2,1.2,0.62,0.32
BANP,159,-0.115,0.2,-0.5,0.23,0.11
BAP1,834,-0.481,0.2,-2.5,1.92,0.95
BARD1,105,0.172,0.2,0.7,0.32,0.16
BATF,314,0.605,0.2,2.7,2.22,1.08
BAZ1A,1303,-0.361,0.2,-1.9,1.25,0.64
BAZ1A.AS1,110,-0.317,0.2,-1.3,0.75,0.38
BAZ1B,1207,0.118,0.2,0.6,0.24,0.12
BAZ2A,2080,-0.416,0.2,-2.2,1.59,0.8
BBIP1,456,-0.086,0.2,-0.4,0.15,0.07
BBLN,542,0.215,0.2,1,0.5,0.25
BBS10,236,0.258,0.2,1.1,0.55,0.28
BBS2,569,-0.104,0.2,-0.7,0.29,0.15
BBS4,131,0.079,0.2,0.4,0.17,0.08
BBS7,149,0.206,0.2,1.1,0.57,0.29
BBS9,234,0.277,0.2,1.1,0.57,0.29
BBX,1047,0.064,0.2,0.3,0.11,0.05
BCAS2,860,0.336,0.2,2.2,1.6,0.81
BCKDHA,660,-0.16,0.2,-0.9,0.44,0.22
BCKDK,466,-0.302,0.2,-1.2,0.65,0.33
BCL10,411,-0.197,0.2,-1,0.5,0.25
BCL11B,1954,0.346,0.2,1.4,0.82,0.42
BCL2L11,958,0.211,0.2,1.3,0.69,0.35
BCL2L12,159,0.086,0.2,0.4,0.18,0.09
BCL2L13,1204,-0.014,0.2,-0.1,0.03,0.01
BCLAF1,3142,-0.084,0.2,-0.6,0.24,0.12
BCLAF3,125,-0.46,0.2,-2.2,1.53,0.77
BCORL1,144,-0.266,0.2,-1.5,0.88,0.45
BCR,876,0.255,0.2,1,0.52,0.26
BET1,448,0.274,0.2,1.2,0.62,0.32
BET1L,874,0.152,0.2,0.9,0.45,0.23
BEX4,567,0.135,0.2,0.9,0.41,0.2
BFAR,1064,0.235,0.2,1.4,0.83,0.42
BHLHE40,839,0.12,0.2,0.6,0.26,0.13
BICD1,135,0.411,0.2,1.7,1.03,0.53
BICD2,1044,-0.465,0.2,-2.2,1.53,0.77
BICRA,161,-0.312,0.2,-1.3,0.69,0.35
BICRAL,1062,0.077,0.2,0.4,0.17,0.08
BIN1,1461,0.73,0.2,3.3,3.04,1.43
BIN2,4255,-0.227,0.2,-1.1,0.55,0.28
BISPR,350,-0.121,0.2,-0.5,0.22,0.11
BIVM,221,0.641,0.2,2.6,2.05,1.01
BLMH,900,0.314,0.2,1.6,0.99,0.5
BLOC1S1,960,0.011,0.2,0.1,0.02,0.01
BLOC1S2,1313,-0.007,0.2,0,0.02,0.01
BLOC1S3,216,0.025,0.2,0.1,0.05,0.02
BLOC1S4,390,0.339,0.2,1.9,1.28,0.65
BLOC1S5,584,0.37,0.2,2.2,1.59,0.8
BLTP1,979,-0.701,0.2,-2.8,2.34,1.14
BLTP2,2616,-0.419,0.2,-2.3,1.62,0.81
BLTP3B,761,-0.101,0.2,-0.6,0.25,0.12
BLZF1,293,0.103,0.2,0.6,0.27,0.14
BMAL1,370,-0.063,0.2,-0.3,0.12,0.06
BMI1,1513,0.363,0.2,2.1,1.47,0.74
BMPR1A,146,1.01,0.2,4.1,4.36,2.12
BMPR2,866,0.08,0.2,0.4,0.17,0.08
BMS1,715,0.078,0.2,0.5,0.21,0.1
BNIP1,131,0.464,0.2,2.3,1.62,0.81
BNIP2,3275,-0.217,0.2,-1.4,0.8,0.41
BNIP3,281,0.389,0.2,2.2,1.51,0.77
BNIP3L,2954,-0.428,0.2,-2.2,1.57,0.79
BOD1L1,810,-0.526,0.2,-2.2,1.61,0.81
BOLA1,103,0.405,0.2,2.1,1.46,0.74
BOLA2,206,0.657,0.2,2.9,2.4,1.17
BOLA3,113,0.658,0.2,3,2.61,1.25
BOP1,252,0.046,0.2,0.3,0.11,0.05
BORA,171,0.367,0.2,1.6,0.93,0.48
BORCS5,140,0.022,0.2,0.1,0.03,0.01
BORCS6,322,0.306,0.2,1.4,0.8,0.41
BORCS7,788,0.031,0.2,0.1,0.05,0.02
BORCS8,177,-0.237,0.2,-1.2,0.63,0.32
BPHL,88,0.416,0.2,1.7,1.03,0.53
BPNT1,395,0.343,0.2,2.1,1.4,0.71
BPTF,904,-0.052,0.2,-0.3,0.11,0.05
BRAT1,336,-0.272,0.2,-1.4,0.78,0.4
BRD1,603,-0.092,0.2,-0.5,0.22,0.11
BRD2,3137,-0.425,0.2,-1.9,1.23,0.62
BRD3,559,-0.233,0.2,-1.4,0.75,0.39
BRD3OS,437,0.329,0.2,1.6,0.99,0.5
BRD4,1095,-0.142,0.2,-0.9,0.44,0.22
BRD9,450,-0.405,0.2,-1.9,1.29,0.65
BRF1,257,-0.295,0.2,-1.4,0.77,0.4
BRIX1,482,0.331,0.2,2.2,1.55,0.78
BRK1,3478,-0.015,0.2,-0.1,0.03,0.01
BRMS1L,102,-0.185,0.2,-0.8,0.37,0.19
BROX,1032,-0.355,0.2,-1.7,1.06,0.54
BRPF1,347,-0.45,0.2,-2.3,1.62,0.81
BRWD3,601,-0.602,0.2,-2.9,2.46,1.19
BST2,2198,-0.006,0.2,0,0.01,0
BTD,386,0.063,0.2,0.4,0.15,0.07
BTG1,14152,0.295,0.2,1.8,1.11,0.57
BTN2A1,520,-0.516,0.2,-2.2,1.54,0.78
BTN3A1,2169,-0.133,0.2,-0.6,0.25,0.12
BTN3A2,4305,0.131,0.2,0.5,0.23,0.11
BTN3A3,2096,0.235,0.2,1,0.52,0.26
BUB3,2110,0.514,0.2,2.7,2.15,1.05
BUD13,353,-0.084,0.2,-0.5,0.19,0.09
BUD31,1036,0.19,0.2,1.2,0.65,0.33
BYSL,97,0.176,0.2,0.8,0.36,0.18
C10orf88,163,-0.291,0.2,-1.8,1.16,0.59
C10orf95.AS1,179,0.109,0.2,0.5,0.2,0.09
C11orf24,206,-0.05,0.2,-0.3,0.1,0.04
C11orf54,487,0.274,0.2,1.4,0.83,0.42
C11orf68,472,0.253,0.2,1.2,0.67,0.34
C11orf71,163,0.152,0.2,0.9,0.41,0.21
C11orf98,652,0.325,0.2,1.8,1.17,0.59
C12orf43,322,0.00E+00,0.2,0,0,0
C14orf93,190,0.333,0.2,1.7,1.02,0.52
C15orf39,1204,-0.304,0.2,-1.4,0.82,0.42
C15orf40,335,0.223,0.2,1,0.5,0.25
C16orf54,1527,-0.093,0.2,-0.5,0.19,0.09
C17orf75,198,0.258,0.2,1.6,0.96,0.49
C18orf21,312,-0.041,0.2,-0.2,0.09,0.04
C19orf12,523,0.578,0.2,2.4,1.83,0.91
C1D,684,0.265,0.2,1.7,1.01,0.52
C1GALT1,1222,0.282,0.2,1.7,1.03,0.53
C1orf122,139,-0.036,0.2,-0.2,0.09,0.04
C1orf35,195,-0.095,0.2,-0.5,0.23,0.11
C1orf43,2889,0.057,0.2,0.4,0.14,0.07
C1orf50,212,0.284,0.2,1.4,0.81,0.42
C1orf52,393,-0.12,0.2,-0.8,0.36,0.18
C1orf56,316,-0.153,0.2,-0.7,0.3,0.15
C1QBP,1972,0.456,0.2,2.9,2.36,1.15
C1RL,410,-0.126,0.2,-0.5,0.22,0.1
C21orf91,1498,0.489,0.2,2.5,1.96,0.97
C2CD2L,359,-0.921,0.2,-3.7,3.73,1.77
C2CD3,248,0.028,0.2,0.1,0.04,0.02
C2orf68,823,-0.191,0.2,-1.3,0.69,0.35
C2orf69,517,0.182,0.2,1.2,0.62,0.32
C2orf76,132,0.233,0.2,1.2,0.64,0.33
C4orf46,201,0.207,0.2,1.2,0.66,0.34
C5orf15,1449,-0.062,0.2,-0.3,0.13,0.06
C5orf24,381,-0.566,0.2,-2.3,1.72,0.86
C6orf136,111,-1.00E-03,0.2,0,0,0
C6orf89,1689,0.176,0.2,0.9,0.41,0.21
C8orf33,614,0.333,0.2,2,1.31,0.66
C8orf58,53,-0.284,0.2,-1.2,0.64,0.33
C8orf76,258,0.147,0.2,0.8,0.36,0.18
C8orf82,127,-0.159,0.2,-0.7,0.33,0.17
C9orf78,2148,0.316,0.2,1.7,1.08,0.55
CA5BP1.1,119,-0.173,0.2,-0.8,0.38,0.19
CAAP1,428,0.264,0.2,1.3,0.73,0.37
CAB39L,148,0.339,0.2,1.7,1.07,0.55
CABIN1,746,-0.289,0.2,-1.5,0.88,0.45
CACUL1,1027,-0.585,0.2,-3.8,3.78,1.8
CACYBP,1579,0.385,0.2,2.5,1.86,0.92
CAD,370,0.05,0.2,0.3,0.1,0.04
CALCOCO1,1114,-0.351,0.2,-1.4,0.83,0.42
CALCOCO2,2434,-0.132,0.2,-0.8,0.39,0.2
CALHM2,946,-0.239,0.2,-1.1,0.56,0.29
CALM1,13700,0.401,0.2,2.1,1.46,0.74
CALM2,14088,-0.15,0.2,-0.7,0.32,0.16
CALM3,6123,-0.014,0.2,-0.1,0.02,0.01
CALU,1007,-0.002,0.2,0,0,0
CAMK1D,843,0.002,0.2,0,0,0
CAMK2D,939,0.12,0.2,0.5,0.22,0.1
CAMK2G,608,-0.069,0.2,-0.4,0.16,0.07
CAMKK2,1187,-0.362,0.2,-1.5,0.89,0.46
CAMKMT,75,0.186,0.2,1,0.52,0.27
CAMSAP1,334,-0.299,0.2,-1.6,0.97,0.49
CAMSAP2,104,-0.853,0.2,-3.8,3.89,1.85
CAMTA1,422,-0.174,0.2,-0.7,0.32,0.16
CAMTA2,521,-0.566,0.2,-2.7,2.13,1.04
CAP1,14002,0.067,0.2,0.4,0.18,0.08
CAPN1,2264,-0.131,0.2,-0.9,0.41,0.21
CAPN12,167,0.056,0.2,0.2,0.09,0.04
CAPNS1,5748,0.04,0.2,0.3,0.1,0.05
CAPZA2,4674,-0.215,0.2,-1.2,0.62,0.32
CARD16,2044,-0.315,0.2,-1.6,0.93,0.48
CARD19,272,-0.544,0.2,-2.3,1.72,0.86
CARD6,403,-0.333,0.2,-1.4,0.82,0.42
CARHSP1,594,0.49,0.2,2.1,1.47,0.74
CARINH,208,-0.021,0.2,-0.1,0.03,0.01
CASD1,524,0.027,0.2,0.2,0.06,0.03
CASK,296,0.149,0.2,0.7,0.3,0.15
CASP1,4535,-0.314,0.2,-1.3,0.72,0.37
CASP2,803,-0.057,0.2,-0.4,0.15,0.07
CASP3,894,0.247,0.2,1,0.52,0.27
CASP9,219,0.099,0.2,0.6,0.26,0.13
CASTOR2,62,-0.463,0.2,-2,1.38,0.7
CBFA2T2,366,-0.139,0.2,-0.6,0.25,0.12
CBFB,2219,0.297,0.2,1.9,1.2,0.61
CBR1,572,-0.026,0.2,-0.1,0.05,0.02
CBR4,379,-0.126,0.2,-0.7,0.31,0.15
CBX4,494,-0.11,0.2,-0.7,0.32,0.16
CBX6,793,-0.402,0.2,-2.2,1.54,0.77
CC2D1B,407,-0.347,0.2,-1.7,1.04,0.54
CCAR1,917,-0.345,0.2,-1.4,0.82,0.42
CCAR2,1323,0.006,0.2,0,0.01,0.01
CCDC106,58,-0.077,0.2,-0.3,0.13,0.06
CCDC112,232,-0.216,0.2,-1.1,0.59,0.3
CCDC117,923,0.136,0.2,0.8,0.37,0.19
CCDC125,126,-0.389,0.2,-1.7,1.06,0.54
CCDC126,311,0.015,0.2,0.1,0.02,0.01
CCDC134,175,-0.358,0.2,-1.7,1.02,0.53
CCDC137,237,-0.292,0.2,-1.3,0.72,0.37
CCDC144NL.AS1,77,-0.327,0.2,-1.6,0.99,0.51
CCDC174,361,-0.056,0.2,-0.3,0.11,0.05
CCDC22,396,0.003,0.2,0,0.01,0
CCDC25,826,0.343,0.2,1.6,0.98,0.5
CCDC28A,701,0.128,0.2,0.8,0.38,0.19
CCDC32,419,0.431,0.2,2.1,1.45,0.74
CCDC50,1173,0.161,0.2,0.8,0.35,0.17
CCDC51,105,0.657,0.2,2.8,2.33,1.13
CCDC57,248,0.509,0.2,2.5,1.91,0.95
CCDC6,818,-0.209,0.2,-1.4,0.77,0.4
CCDC61,123,-0.209,0.2,-1,0.52,0.26
CCDC71,257,0.236,0.2,1.6,0.93,0.48
CCDC71L,335,0.31,0.2,1.4,0.83,0.43
CCDC77,112,-0.109,0.2,-0.5,0.19,0.09
CCDC85B,422,0.132,0.2,0.8,0.39,0.2
CCDC86,176,-0.182,0.2,-1,0.49,0.25
CCDC88C,1094,-0.169,0.2,-0.9,0.46,0.23
CCDC9,253,-0.351,0.2,-2.1,1.46,0.74
CCDC90B,774,0.28,0.2,1.8,1.1,0.56
CCDC91,686,0.407,0.2,2.2,1.51,0.77
CCNC,1437,0.241,0.2,1.1,0.58,0.3
CCND2,1659,0.406,0.2,1.8,1.16,0.59
CCND3,4029,0.071,0.2,0.4,0.14,0.07
CCNG1,2741,0.262,0.2,1.6,0.94,0.48
CCNH,539,-0.069,0.2,-0.4,0.15,0.07
CCNJ,168,-0.595,0.2,-2.6,2,0.99
CCNK,1101,0.268,0.2,1.8,1.1,0.56
CCNQ,314,0.445,0.2,2.8,2.27,1.11
CCNT1,722,-0.151,0.2,-0.8,0.4,0.2
CCNY,3096,-0.286,0.2,-1.6,0.93,0.48
CCNYL1,379,-0.237,0.2,-1.5,0.86,0.44
CCPG1,2167,-0.382,0.2,-1.8,1.16,0.59
CCS,260,-0.303,0.2,-1.6,0.93,0.48
CCSAP,498,-0.419,0.2,-1.7,1.07,0.55
CCT2,1820,0.18,0.2,1.1,0.6,0.31
CCT4,3275,0.443,0.2,2.7,2.14,1.05
CCT6A,3004,-0.038,0.2,-0.2,0.08,0.04
CCT7,3135,0.343,0.2,2.2,1.61,0.81
CCT8,4050,-0.065,0.2,-0.3,0.1,0.05
CCZ1,906,-0.136,0.2,-0.6,0.28,0.14
CCZ1B,1128,0.019,0.2,0.1,0.03,0.02
CD164,10027,0.093,0.2,0.6,0.25,0.12
CD2AP,861,0.128,0.2,0.6,0.24,0.12
CD300A,1930,-0.505,0.2,-2.4,1.81,0.9
CD37,5729,0.293,0.2,1.5,0.86,0.44
CD4,6934,-0.231,0.2,-1.1,0.53,0.27
CD47,3923,0.279,0.2,1.5,0.9,0.46
CD52,11583,0.58,0.2,2.6,2.01,0.99
CD55,2535,-0.233,0.2,-1.2,0.61,0.31
CD58,475,-0.162,0.2,-0.8,0.37,0.18
CD63,3411,-0.145,0.2,-0.6,0.26,0.13
CD63.AS1,53,0.08,0.2,0.3,0.14,0.06
CD81,1824,0.729,0.2,3.5,3.25,1.53
CD82,866,0.146,0.2,0.7,0.34,0.17
CD84,1130,-0.081,0.2,-0.5,0.2,0.09
CD99L2,659,-0.054,0.2,-0.3,0.14,0.06
