Gene,baseMean,log2_FoldChange,pvalue
WDR45,9.21,0.01,0.422859537
FMO3,8.18,0.02,0.424073641
ZNF446,9.03,0.02,0.423941449
CECR7,4.98,-0.02,0.421980616
LINC01843,7.37,0.02,0.423709293
SLC39A8,7.98,-0.03,0.420032155
MRPL19,10.9,0.01,0.422826738
GBP3,11.13,-0.01,0.422132631
SNHG8,9.72,0.01,0.42364316
METTL5,9.21,0.02,0.423491444
HCCS,10.11,0.01,0.42284219
SYP,5.37,-0.05,0.418119125
MGLL,11.12,-0.01,0.422133392
C6orf132,13.04,0.01,0.422797826
SZRD1,11.89,-0.02,0.421682369
ATN1,12.31,-0.02,0.42171506
WSCD2,5.61,-0.06,0.416643301
AC007000.3,#NUM!,#NUM!,#NUM!
SWT1,7.82,-0.02,0.421700586
AC135050.5,3.7,0.02,0.424783035
GMNN,8.59,-0.01,0.421980348
ZHX3,10.64,-0.01,0.422108549
TBC1D16,11.7,0.01,0.423473625
AC124016.1,2.7,-0.15,0.399411984
SERPINA6,4.91,0.07,0.431500079
RPIA,9.62,-0.01,0.422050981
AL096829.2,4.33,0.01,0.423143096
RNU1-120P,3.74,0.05,0.431072569
WDR17,8.09,-0.01,0.421467055
TCERG1,11.11,0.01,0.423170315
AC244154.1,4.37,0.01,0.424179823
PRRC2B,14.1,0.01,0.423059881
NLRP1,10.52,0.01,0.423200251
PEPD,9.87,0.02,0.423434786
KCNE1B,9.59,-0.01,0.422049271
SHISAL1,4.64,0.14,0.441988471
LIF,7.94,-0.03,0.420492185
GDAP1,8.95,-0.02,0.421367838
MAP1S,9.98,0.01,0.422843591
MDGA1,4.88,0.06,0.429344297
PIGC,9.35,0,0.422650241
TTTY15,9.23,0,0.422236466
TMEM19,10.98,0.01,0.42317715
PANK4,9.23,0.01,0.423278332
KCMF1,11.08,0.01,0.42282413
TMEM80,7.97,-0.03,0.420508224
MED31,9.21,0.01,0.42285936
CBY1,11.59,0.01,0.422816398
BAIAP2,12.16,-0.01,0.422176809
ATRX,12.83,0.01,0.42310077
ZBTB24,8.9,-0.03,0.420287471
LINC00342,7.23,0.01,0.423451929
TMEM243,8.9,0.01,0.423737749
ALS2CL,9.72,-0.01,0.422457765
CCDC28B,6.59,-0.02,0.420928182
ZNF607,9.27,-0.01,0.422028981
CCDC150,5.33,0,0.423202061
TWISTNB,9.56,0.01,0.423659002
ERCC-00130,17.55,-0.01,0.422102523
SMPD3,11.83,0.01,0.423139643
RBX1,10.69,0.01,0.423192979
HIST3H2A,8.7,0.02,0.423538708
TRIM9,4.17,-0.01,0.421414761
ZFAND2B,8.55,-0.01,0.421981519
PEX6,11.55,0.01,0.423152308
SOWAHC,10.1,0,0.423032537
AC080013.4,5.45,-0.03,0.420212704
MAP2K2,11.22,0.01,0.422822363
RHOB,10.81,0.01,0.423184788
USP20,9.64,0.01,0.423250362
PPP1R37,10.32,0.01,0.42358474
CENPS,7.26,0.03,0.424547475
ZNF248,8.77,-0.02,0.421800998
NUTF2,11.13,-0.02,0.421616761
MINK1,12.4,0.01,0.422805863
TSSK6,5.78,0.02,0.425387641
CCT6P1,6.42,0.02,0.424485214
LTF,9.25,0.02,0.423910274
AC110285.2,1.37,-0.28,0.41224458
ZNF132,7.86,-0.02,0.421188148
ZNF135,7.64,0.02,0.424184012
R3HCC1,9.98,0.01,0.422843139
AC002064.1,4.53,-0.03,0.418249673
AC016596.2,5.04,0.08,0.431737699
CFAP73,12.17,0.01,0.423441675
MMD,7.2,-0.02,0.42053915
AGAP12P,4.51,-0.02,0.420998718
CLDN7,12.34,-0.01,0.422182814
BRMS1L,8.67,-0.02,0.420886433
UTY,10.25,-0.02,0.421901457
ZNF609,13.1,-0.01,0.422209851
AKAP10,10.26,-0.01,0.422088075
SBF2-AS1,7.24,-0.03,0.420809065
ZNF501,7.6,-0.03,0.420391585
MT-CO3,16.67,0.02,0.423345122
LINC02056,5.22,-0.06,0.415498091
TMEM222,9.16,0.01,0.423704446
ME1,9.23,0,0.422233219
ADH5,11.79,0,0.422649838
KCNC3,4.52,-0.03,0.419773703
HP1BP3,11.8,0.01,0.422813718
ANO10,9.29,0.01,0.422859382
NFIC,13.35,-0.01,0.422218457
HHAT,10.25,0,0.422275813
TOM1,10.63,0.01,0.422831412
TRIM5,9.32,-0.01,0.422448159
NCBP2,11.32,-0.01,0.422142224
TNFRSF10C,4.94,0.06,0.430167648
PDCD4,12.47,0.01,0.423423403
PHLDA1,10.06,0.01,0.423609622
MGST3,11.03,0.01,0.422824924
ZNF414,8.46,0.02,0.423564587
TOMM20L,3.54,0.01,0.423275759
TMCO1,11.73,-0.01,0.422158984
EPHX3,9.13,-0.03,0.421184462
ROBO1,12.12,0,0.422332346
NFRKB,10.15,0,0.422651503
MARVELD1,9.21,0.02,0.423497806
TRAPPC10,10.54,-0.01,0.422103166
MTFR1,10.37,-0.01,0.421725873
RAB29,8.59,-0.01,0.421536219
TPGS2,12.04,-0.01,0.422490096
BCL2L1,12.56,0.02,0.423264761
C19orf48,9.02,-0.02,0.421800596
RFWD3,11.15,0,0.42299537
AL024498.1,4.31,0,0.422059563
RBBP5,10.02,0.01,0.423229229
FAM160B1,10.14,-0.02,0.421515589
SPR,9.44,-0.01,0.421636554
PCID2,9.49,0.01,0.422854912
PARP4,13.12,-0.01,0.422503264
KANK2,10.06,0.01,0.422841596
AMD1,11.46,-0.01,0.422147615
CCNL1,9.27,-0.01,0.422444846
AL590491.2,8.92,-0.01,0.422435709
CELSR1,14.83,-0.01,0.42226139
PARD3B,10.29,-0.01,0.422089779
PIP5K1C,10.52,0.01,0.42283359
ZNF696,7.73,-0.02,0.42067356
RNF208,7.23,-0.01,0.421860475
ABHD8,8.96,-0.04,0.420096424
PIK3IP1,10.88,0,0.42300399
SRP54,11.59,-0.01,0.422484126
ZNF671,7.56,0.01,0.422910879
ATP6V1A,12.44,0,0.422340482
C11orf65,7.12,0.01,0.423470899
ZNF675,8.8,-0.05,0.419840808
TCP11L1,8.4,0.02,0.42357385
FNIP1,10.56,0.01,0.42283289
GORASP1,11.18,-0.01,0.421790974
FAM8A4P,2.76,-0.23,0.384461079
MXD3,7.17,0.04,0.425972345
TNIK,9.04,0.01,0.423293113
ZNF442,6.3,-0.02,0.420255468
TPMT,9.71,-0.01,0.421665337
PSMC3,12.24,0.01,0.422807591
NDC80,8.49,-0.01,0.421522478
AGPAT2,10.79,0,0.422294135
LINC01759,7.41,-0.03,0.420340237
ATOH8,7.3,-0.04,0.420053021
ZNF454,7.49,-0.01,0.421378361
PCSK7,9.86,0.01,0.422845963
MLLT1,11.29,0,0.422991699
AC107884.1,5.8,-0.02,0.421499009
AP002358.1,3.63,0.37,0.523093287
EFHB,11.94,0.01,0.422811311
VWCE,4.98,-0.08,0.413681015
RNF220,10.88,-0.02,0.421241652
EEF1A1P9,4.41,0,0.421781916
PRKX,11.49,0,0.422315149
MYO1F,3.94,0.03,0.427334121
BNIP1,7.93,-0.01,0.421441267
DMD,12.16,0.02,0.423285529
C4B,6.22,-0.03,0.419278576
RPS28,13.2,0.01,0.422795896
PPP1R3B,9.4,0.01,0.423270039
AP005212.2,2.51,-0.09,0.40348466
RPA3,10.08,-0.01,0.422459831
HNRNPA1P27,5.67,-0.01,0.422418561
PSMA4,11.93,-0.01,0.42216682
ARHGAP42,10.09,-0.01,0.42207863
TCAM1P,4.36,0.03,0.42588965
POLR3C,9.69,0.01,0.423646947
FAM210A,8.57,-0.02,0.421310357
ZC3H4,11.98,0.01,0.422811136
KIAA1211L,12.6,-0.01,0.422498
SCO1,10.56,0.01,0.422832587
ARID4A,10.16,-0.01,0.422082558
ZGRF1,8.47,-0.03,0.42106958
PINK1-AS,8.61,-0.01,0.42242767
HAP1,3.26,0,0.428121812
XIAP,12.05,-0.01,0.42217177
ADAMTSL1,4.23,0,0.421741952
ROGDI,10.47,0,0.423018571
NFE2L2,13.86,-0.01,0.422233642
ZSCAN18,11.07,0.01,0.422824503
C16orf89,7.47,0.02,0.423700527
WTAP,11.3,-0.01,0.422479864
LINC02569,4.13,-0.03,0.420157043
FXN,7.33,0.02,0.42478067
BCAM,12.38,0.01,0.423430175
C17orf97,11.23,-0.01,0.421795736
BBS2,11.32,-0.01,0.422480682
TJP2,8.16,-0.05,0.419621852
RPSAP47,7.28,-0.03,0.420889455
FASTK,10.13,-0.03,0.421328408
LARP6,9.62,0.01,0.423657052
SLC44A4,14.59,-0.02,0.422123742
LINC01031,4.6,-0.08,0.412200118
AC114271.1,7.74,-0.01,0.421911864
STK17B,10.65,-0.02,0.421930483
RILPL1,8.2,-0.04,0.420326895
TRIL,5.2,0.04,0.42654566
GPR75,7.25,-0.02,0.420556305
SNHG19,7.22,0.02,0.423733798
AC036176.1,6.45,0.07,0.428615625
SERINC2,11.95,0.01,0.423456279
CDADC1,9.19,0,0.423070678
POLR2I,11.36,-0.02,0.421975172
NIPAL1,9.12,-0.02,0.420974911
CCNYL1,9.38,-0.01,0.421630112
COQ6,8.83,-0.01,0.421569591
OSBP,12.38,0,0.422960867
USE1,8.09,0.02,0.423615601
RAB37,7.18,0.01,0.423994548
DNAJC3-AS1,7.86,-0.01,0.421916647
ADSS,11.9,-0.01,0.421842543
SYDE1,4.11,0.01,0.424125435
CLPX,11.43,-0.01,0.422145638
AC138969.2,7.27,-0.05,0.418211783
TNFRSF1A,11.3,-0.01,0.422139822
FAM96A,9.85,-0.01,0.421675054
MYO5C,13.52,0.01,0.422792387
ORC2,10.27,-0.01,0.421714793
LINC00707,3.34,-0.13,0.403910772
MNS1,12.17,-0.01,0.421860518
DTWD1,9.47,-0.01,0.421637924
LMBRD1,11.3,0,0.422990776
AC025164.1,4.52,0.04,0.428990781
GTF2IP20,7.31,-0.01,0.421337352
ASCL1,7.3,-0.05,0.419278923
MAGT1,11.13,0.02,0.423346694
ACOT7,9.23,0.01,0.423277525
MLKL,6.95,0.04,0.426070855
DIABLO,4.36,-0.11,0.409639942
NOA1,10.96,0,0.422299204
AC245100.8,6.91,0.02,0.424920094
RASSF8-AS1,6.69,-0.01,0.421242918
TMEM184B,10.89,0.01,0.422828931
SPATA17,11.73,-0.02,0.421995987
POLN,6.65,0.01,0.422941445
KIAA0100,13.47,0.01,0.422792897
ATXN10,11.6,0,0.422983149
LINC02166,9.19,-0.02,0.421819837
GTSE1,8.18,-0.01,0.421476985
TRIM68,10.18,0.01,0.423597635
KLHL29,7.52,-0.03,0.420873886
RRAS,8.83,0.02,0.423975666
APOE,4.3,0,0.422742831
NSUN5,9.05,-0.04,0.420541443
MRPL33,9.83,-0.01,0.422456372
FOSL1,6.7,0.01,0.423526276
TOR4A,10.21,-0.02,0.421523436
AF274858.1,4.93,0.06,0.431134697
TAF1A-AS1,5.95,-0.06,0.416314922
CDC7,8.87,-0.01,0.422000806
FBXL5,11.95,0,0.422327988
MDN1,12.29,-0.01,0.422493437
SCAPER,9.99,-0.01,0.422458542
FAM208A,12.12,-0.02,0.422016649
CBX1,11.6,0,0.422982392
RASSF2,8.64,0.01,0.42287663
NFKBID,6.19,0.02,0.42392418
TRMT11,8.28,-0.02,0.421735224
AC010980.2,4.52,-0.02,0.419382228
SH3YL1,11.57,-0.02,0.421655159
AC093827.5,4.06,-0.06,0.413496826
NT5C3A,9.9,-0.02,0.421101654
LRSAM1,8.84,0.01,0.423304877
LCLAT1,10.52,0.02,0.423755162
HCG4P5,3.81,0.12,0.448545041
THAP4,10.66,0,0.423011544
SPTY2D1,11.11,0,0.422996403
LRRFIP1P1,5.04,0.03,0.425433034
TMEM105,4.03,-0.02,0.418933661
IQGAP2,9.56,0.01,0.423255736
ZNF793,8.96,0.01,0.423296229
WASH7P,5.03,0.02,0.425010277
ZNF428,10.9,0,0.42264995
SLC45A4,11.95,0,0.422972203
MRAP2,9.17,0.02,0.423496433
MKNK2,12.92,-0.01,0.422204407
PTPRN2,10.46,-0.01,0.422466261
DHRS3,13.2,0,0.422358511
MAP3K10,8,-0.03,0.420508356
P2RY11,7.33,0.01,0.423976214
DHRS4,9.32,-0.01,0.422034789
AC073111.5,6.9,0,0.422191021
CEP85,10.44,0.01,0.423203683
IL4R,11.41,0.01,0.423157302
DHRS1,9.45,0.01,0.422853936
MICAL2,10.73,0,0.422292024
GTF2IP1,8.59,0.01,0.423328184
SNORA5C,5.75,-0.07,0.416474107
SLC44A3-AS1,7.29,0.01,0.422915292
ATF1,9.71,0.01,0.422849011
SYT16,4.78,0.01,0.423065335
AEBP1,5.65,0.04,0.427632636
COL14A1,5.61,0.01,0.423024939
KIF18B,8.28,0.01,0.423818645
PRMT7,9.91,0.01,0.422844432
INPPL1,10.76,-0.02,0.421581678
MAP4,12.79,0,0.42234903
AL359736.1,4.97,-0.02,0.419678663
HNRNPU,14.55,0,0.42291447
PI4KAP1,4.07,-0.06,0.415533139
AC005476.2,6.7,0.01,0.42351959
LHX2,4.84,0.03,0.427212057
MORF4L2,13.1,0.01,0.422796971
NOSIP,10.17,-0.01,0.421705899
KDF1,9.03,0.01,0.422863875
COMMD6,10.53,0,0.423016598
HJURP,8.18,0.01,0.423839037
PDLIM1,13.12,-0.01,0.422210456
GBP1,9.69,-0.02,0.421858419
AL356481.1,4.3,-0.02,0.421746267
ACOT2,8.97,-0.01,0.422438826
EGLN1,10.59,0,0.423013504
AL161457.2,4.28,0.04,0.428340128
NR2F6,10.95,-0.01,0.422126632
LIPE,8.84,0.01,0.42287048
PRRC2C,14.25,-0.01,0.422245125
TMEM209,10.11,0.01,0.422841306
TAGLN2,13.9,0.01,0.422788905
LSM14A,12.29,0.01,0.423120602
HEATR4,6.92,-0.02,0.421572901
NACC2,11.46,0,0.422986037
AC108471.2,3.89,-0.11,0.407281893
SRGAP3-AS2,12.58,0.01,0.422803735
TEX264,9.98,-0.01,0.422075566
EGFR,13.39,0,0.422362576
AL391069.2,3.34,-0.05,0.416594083
NELFB,11,0.01,0.422825869
PRR13,11.25,0.01,0.423163885
AC015982.1,4.27,0,0.42270043
VWA1,10.6,0.01,0.423196635
HCAR3,8.37,0,0.423112585
LRRC75B,4.85,0.04,0.4276377
UGT1A2P,#NUM!,#NUM!,#NUM!
AC022893.1,5.21,-0.06,0.41616487
ZNF655,10.49,-0.01,0.422466718
CYP27B1,5.29,-0.04,0.419090159
NDUFV2,2.97,-0.23,0.384175712
VWA8-AS1,7.28,0.02,0.423720334
PATL2,6.13,-0.04,0.419628502
C19orf24,8.68,-0.02,0.42176727
AC005332.7,10.97,-0.01,0.422474578
PTGES,9.92,-0.01,0.422070421
AC010343.1,4.79,-0.04,0.417209057
GATD1,10.69,-0.01,0.422111321
CHP2,10.81,0.01,0.422829147
ZNF692,7.79,0,0.423146915
PPARGC1A,6.68,0.03,0.425301348
ANKRD18B,8.95,0,0.42308212
AC092802.1,9.5,-0.01,0.421638872
KIAA1211,7.96,-0.02,0.420727255
AL136985.3,3.14,0.16,0.4639987
ALG1L8P,4.72,-0.03,0.418758832
PCDHGB5,7.51,0.02,0.424209687
NUCB1,12.19,0.01,0.423440708
TRIM52,8.37,-0.02,0.421751256
RB1,11.86,-0.02,0.422003126
QSOX1,12.94,-0.01,0.421907334
SMPD4,10.34,0.01,0.422836385
TMEM251,7.29,-0.02,0.420583079
TBX1,9.98,-0.03,0.420925451
PDHX,10.35,0.01,0.422836835
AC016582.3,8.57,0.01,0.423775896
EXTL3,11.18,0,0.422995074
ZNF584,10.21,0.01,0.4235961
FKBP8,12.35,0.01,0.423118566
NUS1,11,0.01,0.423175593
ELP1,11.59,0,0.422982092
C4orf46,9.21,-0.02,0.421817645
KIF6,10.91,-0.01,0.422474025
HVCN1,6.44,0.02,0.424477843
NHLRC4,10.36,0.01,0.423211031
DMTF1,9.55,-0.02,0.421847141
CH25H,7.64,0.01,0.423924166
AL645933.2,3.94,0.12,0.447164928
MAP3K11,10.83,0.01,0.423184575
TBC1D17,9.82,-0.02,0.421870842
MOSMO,8.69,-0.02,0.421332302
MTCH1,11.88,0,0.422649757
DDA1,10.54,0.01,0.422833645
ADAMTS13,7.14,0.02,0.424289402
SDK1,12.57,-0.01,0.422191688
SSBP1,10.78,0.01,0.423545595
AC106820.4,4.91,-0.06,0.416719703
RNF25,8.5,-0.02,0.421298264
MT-ND2,15.78,-0.03,0.421799377
RBM26,11.19,-0.01,0.421791308
ATP6AP2,11.71,-0.01,0.421829574
CD14,6.34,-0.02,0.421537729
ZCRB1,10.89,0.01,0.423182012
METTL7A,13.65,0,0.422649751
RPL41P1,9.33,-0.02,0.42183594
MPP6,8.82,-0.03,0.421135138
AC016355.1,5.18,-0.04,0.41908403
AC011498.1,4.14,-0.11,0.408089721
RPS6KB1,10.59,-0.01,0.42174289
ZNF546,8.37,0.02,0.42358766
AL358472.5,4.01,0.04,0.427827781
LDHD,7.41,0.01,0.423967194
FAM168A,11.44,0,0.422650271
ELAC1,7.89,-0.02,0.420712767
TEAD2,8.33,0.01,0.423349067
VPS18,10.52,-0.02,0.421194128
SLC4A7,10.41,0.01,0.423205782
EML1,11.17,-0.01,0.422477893
IRF6,13.4,0,0.422362626
TRPM4,10.63,0,0.423013469
TUBA4A,9.55,0.01,0.423660696
C15orf56,4.95,0.06,0.429388318
ATPAF2,8.43,0.01,0.423341896
TBL1X,11.06,-0.01,0.422476273
AC025766.1,1.85,-0.62,0.355038964
EIF2B3,9.23,-0.01,0.422447077
MAGI2-AS3,7.59,-0.04,0.419139645
LARP1,13.89,-0.01,0.422234691
CHST2,5.7,-0.02,0.42135798
AC020915.3,6.35,0.01,0.424190299
HIBCH,10.33,0.01,0.422836637
C12orf65,8.91,-0.02,0.421361311
AL450405.1,7,0.05,0.426352967
DOCK1,12.46,0,0.422341001
SNX17,11.26,0.01,0.423163278
FMO2,11.16,-0.01,0.422138082
FOXO3B,6.52,-0.03,0.420030401
WHAMM,9.57,0.01,0.423255506
GTF2H2B,6.06,-0.02,0.4213985
BST2,10.55,0,0.423016002
ARX,5.98,0.01,0.423625901
RSPH10B,9.69,-0.02,0.421859534
Z93241.1,3.92,-0.06,0.415111355
HCG14,5.75,0.01,0.424351422
PIM1,8.8,0.01,0.423755435
ERGIC3,13.08,0,0.422944248
PDXP,4.71,-0.16,0.403576314
ZNF322,9.16,0.01,0.423283707
MDH1,11.98,-0.01,0.4224901
ANKFN1,9.99,0,0.422649842
HOMER1,9.35,0.01,0.423268253
TNNI3,4.29,0.07,0.434104245
ICAM3,7.18,-0.03,0.420265922
AC011043.1,6.84,0.01,0.424075251
APOBEC3F,8.7,0,0.422208071
PEX12,8.29,-0.01,0.42196052
CGN,13.29,0,0.42236048
AL357054.4,3.96,-0.01,0.421860772
SDC4,13.82,0,0.422371425
EEF1A1P6,8.29,-0.01,0.421493961
MFSD14A,6.99,-0.04,0.418847134
ZNF662,5.81,-0.04,0.418737729
BECN1,11.81,0.01,0.422813067
PITPNM1,13.29,-0.01,0.421927223
EGLN3,9.33,-0.01,0.421634049
ZNF606,9.69,0.01,0.423646947
PSMC2,11.52,0.01,0.422818065
FARSA,10.82,0.01,0.423185567
PAQR7,10.47,0,0.423019226
RPS6KL1,6.76,0.02,0.423814688
ABHD17AP6,5.02,0.02,0.425036631
WDR41,9.98,0.01,0.422846092
OR7E47P,4.21,0.05,0.430199187
NTAN1,8.26,0.02,0.4240636
EML2-AS1,5.14,-0.05,0.416444977
KCTD1,11.7,0,0.422979239
AC010536.1,3.87,0,0.424267801
ITGAL,7.5,0.03,0.425015277
AL359711.2,3.49,-0.04,0.418513257
NGLY1,9.9,-0.01,0.422069256
TTC41P,7.21,0.01,0.424004005
HMGB1,13.24,-0.01,0.422214305
NLK,10.02,-0.01,0.42169317
C1orf74,8.55,0,0.423100703
TMUB1,9.1,-0.02,0.421390569
AL451042.2,5.41,-0.03,0.419576734
EVA1B,8.16,0.01,0.423370722
BAG4,10.64,-0.02,0.421928819
UQCR10,11.03,0.01,0.422825974
WDR11,11.44,0,0.422313576
UBQLN1,12.26,0,0.422649904
TCEAL9,9.03,-0.02,0.421802816
HORMAD1,5.35,-0.01,0.42163572
ZNRF3,8.65,-0.01,0.421546972
LRRC42,9.68,0.01,0.423250196
FAM163A,4.34,-0.02,0.420735277
NAGLU,7.91,0.01,0.423386622
DFFA,11.3,0,0.422309559
AMIGO1,7.58,0.02,0.423676204
TRIM59,8.63,0.02,0.423546988
BCORL1,9.63,-0.01,0.42245169
AC008608.2,4.1,-0.11,0.409783954
KIF26B-AS1,6.14,-0.01,0.421112257
MGEA5,12.55,-0.01,0.422496716
FGFRL1,9.34,-0.02,0.421418752
KATNBL1,9.54,0.01,0.423257304
MIIP,8.25,0.01,0.423355968
CCDC181,11.06,-0.01,0.422131163
AL353708.3,3.12,0.03,0.427802415
MED30,8.64,-0.01,0.422429474
PLIN3,11.7,-0.01,0.421828743
EMC10,11.7,0.01,0.422814634
FAT2,13.3,-0.01,0.422216143
TMEM220-AS1,4.68,-0.05,0.416767073
LSM14B,11.35,0,0.422310885
CETN3,10.16,0,0.422271375
TBCE.1,5.84,-0.03,0.420401446
MAPK8IP1,11.39,-0.01,0.421806439
SEC62,12.52,-0.01,0.422189164
MEF2D,10.54,-0.01,0.422468646
SLC6A6,13.11,0,0.422649882
OLFM4,5.06,-0.02,0.420611901
RXYLT1,9.71,0.01,0.423246383
ZBED8,7.97,-0.02,0.421701097
LRRC37A17P,5.05,-0.1,0.41165571
RYR3,10.04,0.01,0.423225678
AC104667.2,4.5,0.02,0.425329229
PSAT1,9.55,-0.01,0.422052458
ANAPC16,12.14,0,0.422967023
TMF1,12.86,-0.01,0.42220185
AKNA,12.05,-0.01,0.422491632
CFAP74,11.6,-0.01,0.422153174
BASP1,13.46,0,0.42236421
MPV17L2,7.68,0.01,0.423415919
TOP2A,12.63,-0.01,0.421889279
SVIP,9.78,0.01,0.422847695
PRDM15,9.82,-0.01,0.421672531
GOLGA2P10,10.41,-0.01,0.422468114
RSAD1,9.15,-0.01,0.421601014
P2RY1,9.71,-0.01,0.422057137
CRYAB,4.97,-0.02,0.421253709
MGAM,9.02,-0.02,0.421376584
AC103691.1,3.83,-0.06,0.413001723
AP002026.1,8.26,-0.01,0.421955639
ST13,13.72,-0.01,0.42222944
LRRC59,11.85,-0.01,0.422487703
AC025682.1,4.9,-0.14,0.407953628
BAIAP2-AS1,11.14,-0.02,0.421961328
DCP1A,10.18,0.01,0.422840016
AC098934.2,4.95,0.02,0.424266341
BMPR1B-AS1,3.85,-0.01,0.422552465
EHMT2,10.86,-0.02,0.421943771
AC012510.1,4.75,0.02,0.425197153
OBSCN-AS1,3.44,0.02,0.426924747
SMIM27,7.71,0.01,0.423406125
PDE3B,7.99,-0.03,0.420977494
CDKN2AIP,9.75,-0.01,0.422058525
GIPC1,12,0.01,0.42281097
AC013643.3,3.75,0.03,0.42890383
VRK2,10.44,0.01,0.423573294
IFI6,11.18,0.02,0.42369367
THOC6,8.71,-0.03,0.421113958
AC110058.1,6.75,0.01,0.424098763
GOLGA1,10.36,0,0.422650701
NEK7,11.32,0.02,0.423333347
MTERF3,8.15,0.01,0.422894297
FAM129A,12.26,0,0.422649805
ERG28,10.52,-0.01,0.422469108
AC093865.1,5.73,-0.02,0.421350586
EXOC4,12.27,0,0.422336321
LINC00662,8.48,-0.02,0.420851809
MRPL49,11.14,0.01,0.423170357
GATAD1,10.32,0,0.42264987
LRRC37A2,8.55,0.01,0.422880525
NFU1,9.68,0.01,0.422850838
FAM171B,7.79,-0.03,0.420939436
TINF2,9.86,0.01,0.422845808
CTBP1,12.03,-0.01,0.422490249
C1orf87,11.46,0.01,0.423491406
LINC02482,6.93,-0.01,0.421293061
TRIM60P18,5.66,-0.02,0.421377972
UBL7,9.49,-0.01,0.422043325
ARL6IP1,11.56,0.01,0.422816832
MMS19,10.13,0,0.423031067
NUDT16L1,9.49,-0.02,0.421841849
AP000254.1,5.37,0.01,0.423026291
ZNF852,8.31,0.02,0.42358536
AC103810.3,3.97,0.08,0.437220113
ADAM32,7.44,-0.02,0.421113147
FECH,9.84,-0.01,0.42245485
KSR2,7.08,0.01,0.423472547
AL355601.1,6.86,-0.04,0.418789601
AC087623.3,4.85,-0.01,0.422459091
AC006504.1,6.15,0.03,0.424927283
ZDHHC1,11.04,-0.02,0.421955116
SHTN1,10.5,0,0.42301683
C2orf76,8.09,-0.01,0.421479393
RPL17P50,3.23,-0.03,0.419548487
AP000251.1,4.16,0.05,0.429235076
MT-TE,4.31,0.14,0.44559232
ITPKA,5.01,0.03,0.425505506
BCCIP,11.37,0.01,0.423158214
BCLAF3,9.52,-0.02,0.421442712
ZNF732,4.47,0.07,0.431731799
MAP4K1,4.34,-0.08,0.412485128
MPPED2,6.67,-0.03,0.419504892
SCGB3A1,13.84,0.01,0.422789121
MYADM,11.24,0,0.422309556
VPS4B,12.31,-0.01,0.422493739
GRPEL2,9.81,-0.02,0.421479935
DHX30,11.89,0,0.422649836
CYP2D6,4.91,-0.08,0.414321251
FAM213B,10.87,-0.01,0.422120528
TGS1,10.24,0.01,0.422838643
MUC20P1,9.86,0.01,0.423238559
PIM3,10.85,-0.03,0.421414584
THUMPD1,11.15,0.01,0.422823031
MSRB2,8.57,-0.01,0.422434995
RGS17P1,3.66,-0.08,0.412648213
FOXD2-AS1,6.03,0.01,0.423619018
RAP2C,10.09,-0.01,0.421698222
SLTM,12.21,0.01,0.422807679
CNGA3,5.7,-0.02,0.420742565
NCF2,10.07,0,0.422651827
NUDT22,8.85,0.01,0.423743337
TIPRL,10.89,0.01,0.422829473
AC132872.1,4.47,0.13,0.443246171
PARP10,10.68,0.01,0.422830558
ABHD18,9.11,0.01,0.423288596
PCBP2,12.53,0,0.422650181
SEPSECS-AS1,6.41,0.04,0.426398669
ZDHHC3,11.42,-0.01,0.422144918
STEAP1,8.76,-0.02,0.421776794
ARNTL,9.12,0,0.422229261
MT-ND3,14.06,-0.04,0.421289172
NLRX1,9.49,-0.01,0.421644257
TRADD,10.02,0.01,0.423227407
MAN1C1,8.78,-0.01,0.421558767
EXT1,11.33,0,0.422989638
C6orf99,5.88,-0.05,0.417839964
OXA1L,11.28,0.01,0.422820761
FAM20B,11.6,0.01,0.422816115
HOXB4,5.09,0.02,0.425832219
PXN,12.65,-0.01,0.42189075
PLPP1,8.85,-0.01,0.42243403
CISD2,10,-0.01,0.422458399
NCBP2L,7.5,-0.01,0.421933026
ANXA11,13.61,0.01,0.422791644
PRMT5,11.62,0,0.422650171
SEPT10,11.43,-0.01,0.422145974
RPS18P9,5.99,-0.03,0.420436926
PARVB,3.89,-0.12,0.406930212
TSNARE1,8.55,0.02,0.423566637
THYN1,10.02,-0.01,0.422076615
RPL3P2,3.63,0.28,0.51359762
MRPL53,4.89,0,0.423179732
CAMKMT,7.41,-0.01,0.422395763
TMEM185B,9.82,-0.01,0.422455181
LPAR6,9.48,-0.02,0.421436972
MAP3K1,11.33,0.01,0.42350064
TFR2,4.61,-0.01,0.42095923
AC128688.2,5.48,-0.05,0.418214134
AIMP1,10.78,-0.01,0.422471946
POU6F2,5.31,0.03,0.426348319
AC083862.2,4.11,0,0.425430642
PLG,5.11,0.01,0.423804604
LYAR,9.24,0,0.4230683
ZNF846,8.41,-0.01,0.421969332
PROSER2-AS1,3.8,0.01,0.423177572
PLEKHB1,11.51,-0.01,0.422483234
ATP13A2,10.83,0.01,0.42318533
RNASEH1-AS1,7.68,-0.01,0.421906208
AC104794.2,5.92,-0.04,0.418195651
MTERF4,9.2,0.01,0.423281342
PDIA5,7.57,-0.01,0.421902189
SLC25A44,10,0.01,0.423617261
MYCBP2,12.75,0,0.42234811
GRK2,11.76,0,0.422977637
NBEAL2,12.07,-0.01,0.422172065
TMX1,10.77,-0.01,0.421759886
GBA2,10.33,0.01,0.423209485
ZNF146,11.48,-0.02,0.421981916
